Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ITA,Italy,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,424183.89,433974.78,432959.02,422680.42,412163.47,437623.45,428294.60,432302.63,441752.49,437018.39,446156.56,447054.97,449284.51,468349.24,470490.77,471400.18,468268.57,459376.09,445118.80,,,
JAM,Jamaica,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,7964.72,8173.74,8096.74,8415.77,8632.12,9702.88,10197.93,10630.63,9728.55,9772.56,10318.94,10626.97,10300.60,10722.31,10714.97,10128.25,12086.43,13894.26,12203.78,,,
JOR,Jordan,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,10403.28,9798.22,12266.12,12101.10,13633.91,13556.90,14187.62,14418.64,14543.32,14568.99,15507.74,16002.79,16886.54,17469.59,19240.75,21026.58,20733.22,21495.95,21382.28,,,
JPN,Japan,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,1094705.84,1100598.71,1123660.48,1108673.45,1174169.73,1184088.97,1205782.94,1201778.58,1159186.37,1197880.56,1219592.86,1202266.29,1216761.94,1237242.13,1259658.50,1238188.22,1231770.97,1251187.73,1208162.82,,,
KAZ,Kazakhstan,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,261306.75,221105.43,199488.47,166731.16,140691.79,129580.78,125063.04,116493.26,127769.28,147908.45,151945.81,153815.98,172158.32,177233.44,192121.46,227401.67,236954.21,,,
KEN,Kenya,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,5823.20,4840.44,5540.84,6347.58,6556.60,7554.02,9328.85,8265.42,10036.58,10172.26,10417.95,9369.19,7968.39,6754.61,7623.69,8562.45,9574.54,9831.23,10392.28,,,
KGZ,Kyrgyz Republic,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,10861.65,8305.76,6061.55,4473.74,5588.51,5482.17,5823.20,4561.75,4528.75,3780.68,4847.77,5276.81,5606.84,5185.14,5170.47,6461.25,6208.23,,,
KHM,Cambodia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,451.04,462.04,476.71,476.71,539.05,1437.46,1628.15,1906.84,2233.20,2196.53,2255.21,2643.91,2860.26,3127.95,3498.32,3722.01,4074.04,4440.74,4602.09,,,
KIR,Kiribati,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,22.00,22.00,22.00,22.00,22.00,22.00,36.67,29.34,33.00,29.34,33.00,25.67,25.67,25.67,25.67,25.67,29.34,33.00,29.34,,,
KNA,St. Kitts and Nevis,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,66.01,73.34,73.34,84.34,88.01,95.34,102.68,102.68,102.68,102.68,102.68,183.35,198.02,220.02,227.35,234.69,234.69,249.36,249.36,,,
KOR,"Korea, Rep.",EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,243815.16,268431.73,286568.72,317085.49,340352.61,370781.37,401030.45,423175.47,363839.74,395005.57,432460.31,440216.02,465584.32,465771.34,482276.51,462918.41,470820.80,498205.95,509170.28,,,
KSV,Kosovo,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
KWT,Kuwait,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,45423.13,10579.30,17612.60,29376.34,34436.80,50329.58,47674.67,49361.49,51088.64,53314.51,59112.04,55144.35,52727.79,61653.27,69529.99,77216.02,71950.21,73002.64,76742.98,,,
LAC,Latin America & Caribbean,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,986228.65,1001061.66,1022689.63,1056323.35,1104848.77,1129491.01,1173293.32,1230476.52,1280047.02,1306420.09,1293515.92,1327817.03,1335657.08,1354190.10,1371285.65,1416279.74,1449594.44,1515347.41,1584103.66,,,
LAO,Lao PDR,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,234.69,253.02,278.69,278.69,300.69,315.36,535.38,718.73,894.75,902.08,1059.76,1199.11,1323.79,1356.79,1397.13,1426.46,1518.14,1536.47,1532.81,,,
LBN,Lebanon,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,9097.83,9497.53,11356.70,11657.39,12742.83,13619.24,13798.92,15647.09,16178.80,16600.51,15353.73,16208.14,16039.46,18221.32,16835.20,17539.26,15027.37,15504.08,17099.22,,,
LBR,Liberia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,484.04,286.03,289.69,322.70,319.03,333.70,344.70,355.70,388.70,407.04,436.37,502.38,502.38,531.72,627.06,740.73,759.07,678.40,608.72,,,
LBY,Libya,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,40318.67,42489.53,40571.69,42636.21,41862.47,45841.17,41840.47,48598.75,48133.04,47230.96,49753.86,51073.98,47623.33,49167.14,50318.57,52093.40,53780.22,54201.93,58330.97,,,
LCA,St. Lucia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,165.02,172.35,205.35,227.35,264.02,311.70,330.03,311.70,308.03,319.03,330.03,363.03,326.36,359.37,355.70,366.70,366.70,385.04,396.04,,,
LIC,Low income,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,329171.32,335600.29,343641.37,348730.09,342353.55,346829.07,351782.83,329805.37,161532.14,172432.61,179033.94,181787.86,179609.66,184387.76,196848.23,205263.99,218076.49,209811.07,219121.59,,,
LIE,Liechtenstein,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
LKA,Sri Lanka,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,3773.34,4063.04,5056.79,4902.78,5408.83,5797.53,6952.63,7506.35,7763.04,8536.78,10161.26,10245.60,11008.33,10659.97,11965.42,11642.73,11741.73,12313.79,11763.74,,,
LMC,Lower middle income,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,1981551.51,2133997.35,2330010.52,2293583.16,2249929.09,2321252.53,2424633.52,2447826.58,2433867.58,2559061.72,2685574.88,2758254.13,2832890.25,2989881.86,3131920.66,3222338.69,3304999.47,3528645.41,3743902.66,,,
LMY,Low & middle income,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,9540578.44,9929307.62,10325599.97,10316726.53,10267189.59,10597246.22,10886504.42,10865869.89,10519935.06,10643991.02,10946584.61,11171872.24,11482963.95,12681177.01,13760280.02,14498599.94,15399030.50,16174349.50,16822433.22,,,
LSO,Lesotho,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
LTU,Lithuania,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,22152.35,17495.26,17359.58,16204.47,15731.43,15339.06,16197.14,13692.58,12200.11,12918.84,13212.20,12915.17,13325.88,14000.61,14293.97,15137.38,15130.04,,,
LUX,Luxembourg,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,9893.57,10630.63,11804.07,10821.32,10219.93,8349.76,8437.77,7917.05,7356.00,7686.03,8236.08,8580.78,9424.19,9919.24,11067.01,11327.36,11312.70,10843.32,10502.29,,,
LVA,Latvia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,14051.94,12068.10,11268.69,9636.88,9548.87,8437.77,7990.39,6743.61,6171.56,6853.62,6651.94,7088.31,7132.32,7176.32,7590.69,7928.05,7590.69,,,
MAC,"Macao SAR, China",EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,1034.09,1092.77,1085.43,1188.11,1283.45,1243.11,1415.46,1499.80,1565.81,1532.81,1635.48,1686.82,1525.47,1536.47,1727.16,1837.17,1631.82,1558.48,1334.79,,,
MAF,St. Martin (French part),EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,23542.14,24975.94,26039.37,28217.57,29640.36,30373.76,31195.17,31862.56,32038.58,33153.35,33905.08,37715.10,38254.14,37561.08,40590.02,42823.23,43993.00,46281.21,47905.69,,,
MCO,Monaco,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
MDA,Moldova,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,20971.57,15628.75,12090.10,11191.68,11521.71,7099.31,6270.57,4503.08,3512.99,3714.67,3986.03,4290.39,4554.41,4895.45,4994.45,4686.43,4774.43,,,
MDG,Madagascar,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,986.42,1074.43,1045.10,1070.76,1316.45,1312.79,1411.80,1701.49,1738.16,1925.18,1873.84,1741.83,1235.78,1756.49,1936.18,1705.16,1697.82,1804.16,1910.51,,,
MDV,Maldives,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,154.01,172.35,253.02,216.35,220.02,275.03,319.03,366.70,333.70,465.71,498.71,575.72,689.40,597.72,751.74,678.40,869.08,898.42,920.42,,,
MEX,Mexico,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,325603.93,336586.60,342629.81,341441.70,362424.28,345178.38,354877.59,361595.54,372167.50,380814.28,383021.82,393604.78,390781.19,402068.22,405709.55,432665.66,441653.48,449860.23,475833.59,,,
MHL,Marshall Islands,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,47.67,51.34,55.01,62.34,66.01,66.01,66.01,66.01,69.67,66.01,77.01,80.67,84.34,84.34,88.01,84.34,91.68,99.01,99.01,,,
MIC,Middle income,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,9206507.19,9591788.54,9982401.63,9968446.69,9925277.49,10250867.07,10535179.71,10536502.45,10358677.65,10471844.90,10767846.92,10990388.53,11303680.97,12497176.95,13563858.71,14293789.90,15181436.26,15965016.56,16603810.26,,,
MKD,"Macedonia, FYR",EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,10777.31,10340.94,10469.29,10839.65,11741.73,10634.30,12625.48,11723.40,12064.43,11998.42,10934.99,11309.03,11191.68,11246.69,10909.33,11327.36,11815.07,,,
MLI,Mali,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,421.71,436.37,443.71,454.71,462.04,469.38,487.71,524.38,517.05,539.05,542.72,546.38,553.72,539.05,564.72,568.39,568.39,579.39,594.05,,,
MLT,Malta,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,2178.20,2200.20,2258.87,2669.58,2658.58,2695.25,2966.60,3241.63,2145.20,2346.88,2064.52,2486.23,2299.21,2581.57,2574.23,2698.91,2574.23,2724.58,2559.57,,,
MMR,Myanmar,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,4275.72,4180.38,4888.11,5342.82,6244.90,6959.97,7256.99,7499.02,8078.40,8830.14,8888.81,7348.67,8173.74,9611.21,11470.38,14543.32,13028.85,13047.19,12775.83,,,
MNA,Middle East & North Africa,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,566372.45,597625.19,637511.14,640556.43,717998.50,736006.07,739326.54,751419.64,822695.12,816263.20,854818.04,872889.01,893655.23,987746.79,1029682.60,1082102.36,1136439.97,1175841.89,1230256.50,,,
MNE,Montenegro,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,2057.19,2471.56,1965.51,1950.84,,,
MNG,Mongolia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,10043.91,12207.44,11078.01,9314.18,7961.06,7924.39,8041.73,7711.70,7708.03,7554.02,7506.35,7884.05,8287.42,8034.40,8551.44,8808.13,9442.53,10560.96,10894.66,,,
MNP,Northern Mariana Islands,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,1001.09,1026.76,1001.09,1078.10,1070.76,1111.10,1041.43,1125.77,1133.10,1188.11,1349.46,1580.48,1587.81,1917.84,1921.51,1822.50,1980.18,2574.23,2313.88,,,
MRT,Mauritania,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,2665.91,2750.25,2944.60,2962.94,3124.28,2984.94,2999.61,2999.61,1111.10,1199.11,1195.44,1283.45,1411.80,1452.13,1613.48,1657.48,1672.15,1950.84,1998.52,,,
MUS,Mauritius,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,1463.13,1521.81,1708.82,1774.83,1624.48,1829.83,1950.84,1998.52,2196.53,2467.89,2768.59,2966.60,2981.27,3146.29,3193.96,3410.31,3777.01,3887.02,3953.03,,,
MWI,Malawi,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,612.39,660.06,656.39,693.06,718.73,729.73,711.40,759.07,828.74,997.42,905.75,905.75,883.75,957.09,975.42,916.75,953.42,953.42,1228.45,,,
MYS,Malaysia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,56592.81,68591.24,75298.18,91722.67,94010.88,121132.01,125374.73,124821.01,114186.71,107934.48,126603.18,136716.76,135128.95,160266.24,168040.28,183445.34,179418.98,194919.39,208267.27,,,
MYT,Mayotte,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
NAM,Namibia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,7.33,14.67,14.67,18.34,29.34,1741.83,1906.84,1903.17,1994.85,1771.16,1763.83,2086.52,2214.87,2361.55,2497.23,2658.58,2852.93,2992.27,3967.69,,,
NCL,New Caledonia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,1624.48,1789.50,1771.16,1771.16,1723.49,1730.82,1763.83,1826.17,1804.16,2035.19,2299.21,2119.53,2427.55,2750.25,2552.23,2801.59,2779.59,2852.93,3149.95,,,
NER,Niger,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,832.41,821.41,784.74,880.08,872.75,920.42,1015.76,1012.09,1074.43,1059.76,795.74,759.07,814.07,880.08,880.08,825.08,817.74,872.75,850.74,,,
NGA,Nigeria,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,45375.46,45247.11,64883.90,60061.79,46658.91,34917.17,40421.34,40190.32,40182.99,44788.74,79181.53,83350.91,98125.25,93138.13,97047.16,104043.79,92225.05,88605.72,95756.37,,,
NIC,Nicaragua,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,2643.91,2068.19,2489.89,2302.88,2555.90,2838.26,2926.27,3135.29,3421.31,3626.66,3667.00,3835.68,3813.68,4114.37,4136.38,3975.03,4239.05,4510.41,4330.73,,,
NIU,Niue,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,,,
NLD,Netherlands,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,164127.59,172704.70,168113.62,172150.98,172745.04,176309.36,186356.94,178278.54,175359.61,163027.49,165363.37,167273.87,172363.67,175040.58,176903.41,172227.99,166841.17,172495.68,173749.79,,,
NOR,Norway,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,31330.85,32023.91,29677.03,31316.18,29247.99,32999.33,33179.02,34132.44,34594.48,41022.73,38807.86,41092.40,37429.07,42625.21,42665.55,42364.85,44257.02,44924.42,49992.21,,,
NPL,Nepal,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,634.39,960.75,1331.12,1466.80,1697.82,2035.19,2486.23,2783.25,2251.54,3219.63,3234.29,3454.31,2709.91,2951.94,2768.59,3234.29,3325.97,3421.31,3542.32,,,
NRU,Nauru,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,132.01,132.01,135.68,135.68,135.68,139.35,139.35,139.35,139.35,135.68,135.68,139.35,139.35,143.01,143.01,143.01,143.01,143.01,143.01,,,
NZL,New Zealand,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,24022.52,24458.89,26171.38,25511.32,26439.07,26904.78,29702.70,31063.16,30058.40,31558.20,32698.64,34202.11,33641.06,33714.40,33545.72,33369.70,33553.05,32936.99,33094.68,,,
OMN,Oman,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,10351.94,10949.66,12097.43,13468.89,15269.39,15933.12,15225.38,15595.75,16666.52,20817.56,22057.01,20443.53,25544.32,32691.31,31561.87,34653.15,38917.87,40373.67,45749.49,,,
PAK,Pakistan,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,68565.57,68242.87,72789.95,78008.09,84839.71,84484.01,94447.25,94711.28,97663.21,100384.13,106449.34,108282.84,114084.04,118895.14,131619.63,136636.09,145854.93,160882.29,163177.83,,,
PAN,Panama,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,3135.29,3391.98,4015.37,4129.04,4781.77,3472.65,4880.78,5958.88,5947.87,5669.18,5790.19,7007.64,5834.20,6153.23,5797.53,6032.22,6824.29,6651.94,6912.30,,,
PER,Peru,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,21169.59,20417.86,20388.52,23556.81,23230.45,23883.17,24363.55,27407.16,27806.86,29358.00,30296.75,27165.14,27187.14,26380.40,31895.57,37418.07,35346.21,43512.62,40535.02,,,
PHL,Philippines,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,44532.05,45830.17,50322.24,51290.33,56270.12,63105.40,65642.97,77403.04,75650.21,73020.97,79111.86,77164.68,76057.25,76244.26,78998.18,81066.37,67630.48,78580.14,83156.56,,,
PLW,Palau,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,234.69,234.69,113.68,110.01,110.01,113.68,117.34,117.34,117.34,117.34,117.34,183.35,183.35,190.68,190.68,194.35,205.35,212.69,212.69,,,
PNG,Papua New Guinea,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,2141.53,2064.52,2053.52,1994.85,2181.87,2038.85,2163.53,2555.90,2838.26,2464.22,2687.91,3230.63,3512.99,3967.69,4481.07,4613.09,4594.75,3113.28,2108.53,,,
POL,Poland,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,366773.34,361591.87,357283.14,352519.71,336161.22,346813.86,358823.28,351049.24,326935.05,317133.16,301691.42,302806.19,296931.66,304856.05,305138.40,303766.95,319410.37,315204.32,316066.06,,,
PRI,Puerto Rico,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
PRK,"Korea, Dem. Rep.",EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,244834.59,251145.50,255413.88,262139.16,259641.94,259348.58,256682.67,234688.00,64927.90,71396.49,76966.66,79922.27,76530.29,78209.78,79925.93,83475.59,85034.06,70710.76,78371.12,,,
PRT,Portugal,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,43725.31,48239.39,52372.09,47472.98,48767.43,52394.10,50886.96,53376.85,58055.94,64689.55,62966.06,62863.38,66820.07,61275.57,63175.08,65309.27,59108.37,60234.14,56310.45,,,
PRY,Paraguay,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,2262.54,2233.20,2621.91,2951.94,3498.32,3964.03,3751.34,4195.05,4503.08,4503.08,3689.00,3821.01,3898.02,4070.37,4088.71,3832.02,3986.03,4136.38,4118.04,,,
PYF,French Polynesia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,630.72,638.06,645.39,649.06,568.39,583.05,557.38,575.72,572.05,575.72,645.39,737.07,748.07,821.41,788.41,854.41,821.41,839.74,891.08,,,
QAT,Qatar,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,11774.74,17674.94,26802.10,30722.13,30223.41,30824.80,31825.89,36288.63,32401.61,31407.86,34730.16,30098.74,30788.13,35947.60,44777.74,51895.38,57223.54,67934.84,68477.56,,,
ROM,Romania,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,158861.77,137530.84,125063.04,122133.10,116808.62,128524.68,127835.29,115987.21,103680.76,89639.82,89984.51,95672.03,92173.71,95939.72,95378.67,94960.63,102001.27,98422.28,94659.94,,,
RUS,Russian Federation,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,2220720.53,2030029.20,1752998.35,1692364.50,1668958.04,1577033.69,1511269.71,1534250.80,1553451.21,1544404.72,1537195.40,1584998.41,1602963.04,1615683.87,1669603.44,1667575.58,1708653.32,,,
RWA,Rwanda,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,682.06,630.72,638.06,641.73,619.72,612.39,630.72,652.73,641.73,671.06,685.73,689.40,689.40,682.06,689.40,689.40,689.40,715.07,704.06,,,
SAS,South Asia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,782042.76,829911.77,882456.22,917861.10,977600.20,1036972.60,1131962.56,1175882.22,1205405.24,1283446.33,1336053.12,1359910.62,1389855.34,1449891.46,1534610.16,1602354.32,1713919.13,1838124.09,1970176.42,,,
SAU,Saudi Arabia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,215054.88,268475.74,286807.07,315567.35,310616.90,234856.68,258516.17,216826.04,207288.18,227229.32,297749.40,295842.56,323458.74,323671.42,346018.12,367033.70,383399.52,397121.43,433556.74,,,
SDN,Sudan,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,5559.17,5386.82,4756.10,2907.93,4444.40,4602.09,4268.39,5419.83,4697.43,5093.46,5533.50,6369.58,8118.74,9072.16,10377.61,11994.76,11683.06,12676.82,14051.94,,,
SEN,Senegal,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,3182.96,3424.98,3479.98,3593.66,3901.69,3494.65,3740.34,3263.63,3428.65,3700.00,3938.36,4330.73,4547.08,5012.79,5280.48,5859.87,4789.10,5372.16,4976.12,,,
SGP,Singapore,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,46941.27,47425.31,50267.24,54627.30,65367.94,47109.95,55305.69,69240.29,57293.21,50263.57,47623.33,42764.55,42060.49,34653.15,40769.71,50281.90,47865.35,36013.61,32295.27,,,
SID,Small island developing states,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,175300.04,176596.64,182115.29,184251.69,205721.80,183093.51,198735.82,213436.83,190483.41,190917.10,199274.19,195875.09,199906.05,193557.04,204421.30,216303.80,225348.13,215935.20,230301.09,,,
SLB,Solomon Islands,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,161.35,161.35,161.35,157.68,154.01,161.35,161.35,161.35,161.35,165.02,165.02,172.35,172.35,179.68,179.68,179.68,179.68,198.02,198.02,,,
SLE,Sierra Leone,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,388.70,469.38,473.04,506.05,583.05,586.72,623.39,634.39,594.05,583.05,630.72,858.08,1191.78,1224.78,1067.10,1261.45,1239.45,1312.79,1334.79,,,
SLV,El Salvador,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,2618.24,3230.63,3428.65,3890.69,4429.74,5280.48,4895.45,5760.86,5812.20,5698.52,5742.52,5947.87,6039.55,6552.93,6277.90,6362.25,6486.92,6901.29,6112.89,,,
SMR,San Marino,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,18.34,3.67,11.00,11.00,11.00,11.00,,,,,517.05,502.38,572.05,575.72,575.72,579.39,575.72,630.72,649.06,,,
SRB,Serbia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,46567.23,48958.12,48811.44,49933.54,,,
SSA,Sub-Saharan Africa,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,464093.67,472215.62,475675.86,494622.16,497102.74,490805.67,506057.19,516327.12,513001.12,520580.69,553951.49,553342.29,557337.12,582613.06,637167.15,644584.53,637809.58,671237.62,684558.62,,,
STP,Sao Tome and Principe,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,66.01,69.67,73.34,73.34,73.34,77.01,77.01,77.01,80.67,88.01,88.01,91.68,106.34,110.01,113.68,128.35,128.35,128.35,128.35,,,
SUR,Suriname,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,1811.50,2101.19,2112.19,2156.20,2163.53,2181.87,2130.53,2141.53,2163.53,2152.53,2126.86,2266.21,2251.54,2240.54,2284.54,2379.88,2438.56,2438.56,2438.56,,,
SVK,Slovak Republic,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,45646.82,40971.39,40351.67,43508.96,42793.89,41983.48,43230.26,39863.96,36530.65,39357.91,39251.57,39493.59,38749.19,39174.56,38928.87,36592.99,37557.41,,,
SVN,Slovenia,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,12970.18,13116.86,11257.69,14513.99,15185.05,16208.14,15522.41,15144.71,14601.99,15148.38,15401.40,15485.74,15716.76,15870.78,16230.14,16193.47,17157.89,,,
SWE,Sweden,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,51708.37,55401.04,57131.86,53149.50,56435.13,53560.20,60549.50,54513.62,54953.66,51106.98,49794.19,51128.98,57425.22,54781.31,54506.29,51550.69,49559.51,48045.03,49049.79,,,
SWZ,Swaziland,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,425.37,326.36,264.02,132.01,484.04,454.71,341.03,1202.78,1213.78,1239.45,1188.11,1144.10,1125.77,1041.43,1030.43,1019.43,1015.76,1063.43,1092.77,,,
SXM,Sint Maarten (Dutch part),EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,,,,,,,,,,,,,,,,,
SYC,Seychelles,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,113.68,143.01,165.02,161.35,187.02,190.68,198.02,414.37,440.04,513.38,564.72,641.73,542.72,557.38,773.74,696.73,744.40,623.39,682.06,,,
SYR,Syrian Arab Republic,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,37451.07,43193.59,44436.71,47117.28,48532.75,51558.02,51022.64,52295.09,62709.37,64913.23,63589.45,60908.87,55987.76,70091.04,67520.47,64396.19,68220.87,70897.78,71598.18,,,
TCA,Turks and Caicos Islands,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,,,,,,11.00,11.00,11.00,14.67,14.67,14.67,14.67,99.01,102.68,102.68,121.01,143.01,157.68,157.68,,,
TCD,Chad,EN.ATM.CO2E.KT,"CO2 emissions, total (KtCO2)",0,1,146.68,69.67,88.01,99.01,102.68,102.68,106.34,113.68,113.68,121.01,176.02,172.35,168.68,381.37,377.70,399.70,407.04,462.04,495.05,,,
