Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
KGZ,Kyrgyz Republic,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,2.39,1.83,1.34,0.97,1.20,1.16,1.21,0.94,0.92,0.76,0.97,1.05,1.10,1.01,1.00,1.23,1.18,,,
KHM,Cambodia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.05,0.05,0.05,0.05,0.05,0.13,0.14,0.16,0.19,0.18,0.18,0.21,0.22,0.24,0.27,0.28,0.30,0.32,0.33,,,
KIR,Kiribati,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.31,0.30,0.30,0.29,0.29,0.28,0.47,0.37,0.41,0.36,0.39,0.30,0.29,0.29,0.28,0.28,0.31,0.35,0.30,,,
KNA,St. Kitts and Nevis,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.57,1.75,1.76,2.04,2.14,2.33,2.51,2.52,2.56,2.43,2.32,3.98,4.24,4.71,4.68,4.77,4.71,4.94,4.88,,,
KOR,"Korea, Rep.",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,5.69,6.20,6.56,7.20,7.66,8.22,8.81,9.21,7.86,8.47,9.20,9.30,9.78,9.73,10.04,9.62,9.75,10.28,10.48,,,
KSV,Kosovo,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
KWT,Kuwait,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,21.76,5.21,,,,30.92,29.28,29.40,28.97,28.71,30.46,27.44,25.47,28.99,31.76,34.11,30.60,29.82,30.11,,,
LAC,Latin America & Caribbean,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,2.26,2.25,2.26,2.30,2.36,2.37,2.43,2.50,2.56,2.58,2.52,2.55,2.53,2.53,2.53,2.58,2.61,2.69,2.78,,,
LAO,Lao PDR,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.06,0.06,0.06,0.06,0.06,0.07,0.11,0.14,0.17,0.17,0.20,0.22,0.24,0.24,0.25,0.25,0.26,0.26,0.25,,,
LBN,Lebanon,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,3.09,3.14,3.63,3.59,3.79,3.93,3.90,4.35,4.44,4.50,4.10,4.26,4.15,4.63,4.21,4.33,3.67,3.75,4.10,,,
LBR,Liberia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.23,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.17,0.17,0.18,0.20,0.23,0.23,0.20,0.17,,,
LBY,Libya,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,9.30,9.61,9.00,9.27,8.93,9.60,8.60,9.82,9.55,9.20,9.51,9.58,8.76,8.87,8.90,9.03,9.12,9.00,9.49,,,
LCA,St. Lucia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.23,1.27,1.50,1.63,1.85,2.14,2.24,2.08,2.03,2.08,2.12,2.30,2.05,2.24,2.19,2.23,2.20,2.29,2.33,,,
LIC,Low income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.65,0.65,0.65,0.64,0.61,0.61,0.60,0.55,0.26,0.27,0.28,0.28,0.27,0.27,0.28,0.29,0.30,0.28,0.29,,,
LIE,Liechtenstein,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
LKA,Sri Lanka,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.22,0.23,0.29,0.27,0.30,0.32,0.38,0.41,0.42,0.46,0.54,0.54,0.58,0.55,0.61,0.59,0.59,0.61,0.57,,,
LMC,Lower middle income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.13,1.19,1.28,1.23,1.19,1.20,1.23,1.22,1.19,1.23,1.27,1.29,1.30,1.35,1.39,1.41,1.42,1.50,1.57,,,
LMY,Low & middle income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,2.22,2.27,2.32,2.28,2.24,2.27,2.30,2.26,2.15,2.15,2.18,2.19,2.22,2.42,2.59,2.70,2.83,2.94,3.02,,,
LSO,Lesotho,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
LTU,Lithuania,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,5.99,4.75,4.75,4.46,4.36,4.28,4.56,3.88,3.49,3.71,3.81,3.74,3.88,4.10,4.21,4.48,4.51,,,
LUX,Luxembourg,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,25.91,27.47,30.10,27.23,25.36,20.43,20.37,18.87,17.32,17.85,18.88,19.43,21.12,21.96,24.16,24.35,23.94,22.59,21.49,,,
LVA,Latvia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,5.34,4.67,4.42,3.83,3.83,3.44,3.32,2.82,2.60,2.91,2.85,3.05,3.08,3.12,3.32,3.48,3.35,,,
MAC,"Macao SAR, China",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,2.87,2.96,2.87,3.08,3.27,3.12,3.50,3.65,3.75,3.61,3.79,3.83,3.39,3.34,3.67,3.82,3.31,3.08,2.57,,,
MAF,St. Martin (French part),EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.95,0.99,1.01,1.08,1.12,1.13,1.14,1.15,1.14,1.17,1.18,1.29,1.30,1.26,1.35,1.41,1.43,1.49,1.53,,,
MCO,Monaco,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
MDA,Moldova,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,5.65,4.22,3.27,3.05,3.14,1.94,1.72,1.23,0.97,1.02,1.10,1.19,1.26,1.36,1.39,1.31,1.34,,,
MDG,Madagascar,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.12,0.12,0.13,0.12,0.11,0.08,0.10,0.11,0.10,0.09,0.10,0.10,,,
MDV,Maldives,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.70,0.76,1.09,0.91,0.90,1.11,1.26,1.42,1.26,1.73,1.83,2.07,2.44,2.09,2.58,2.30,2.90,2.96,2.99,,,
MEX,Mexico,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,3.86,3.92,3.91,3.83,4.00,3.74,3.78,3.79,3.84,3.87,3.83,3.88,3.81,3.87,3.86,4.06,4.10,4.12,4.30,,,
MHL,Marshall Islands,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.01,1.06,1.11,1.25,1.31,1.29,1.28,1.28,1.34,1.27,1.48,1.55,1.62,1.62,1.69,1.62,1.76,1.89,1.87,,,
MIC,Middle income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,2.43,2.49,2.55,2.51,2.46,2.50,2.54,2.50,2.43,2.42,2.45,2.47,2.51,2.75,2.95,3.07,3.23,3.36,3.45,,,
MKD,"Macedonia, FYR",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,5.57,5.32,5.36,5.52,5.95,5.36,6.34,5.86,6.00,5.95,5.41,5.58,5.50,5.52,5.34,5.53,5.76,,,
MLI,Mali,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,,,
MLT,Malta,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,6.05,6.06,6.16,7.21,7.11,7.13,7.81,8.46,5.57,6.05,5.29,6.33,5.81,6.48,6.42,6.68,6.33,6.66,6.21,,,
MMR,Myanmar,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.11,0.10,0.12,0.13,0.15,0.17,0.17,0.17,0.18,0.20,0.20,0.16,0.18,0.21,0.25,0.31,0.28,0.28,0.27,,,
MNA,Middle East & North Africa,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,2.51,2.59,2.70,2.65,2.91,2.92,2.88,2.87,3.08,3.00,3.08,3.09,3.11,3.37,3.45,3.56,3.68,3.74,3.84,,,
MNE,Montenegro,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,3.28,3.94,3.13,3.10,,,
MNG,Mongolia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,4.58,5.48,4.92,4.10,3.48,3.44,3.46,3.29,3.26,3.16,3.11,3.24,3.37,3.23,3.40,3.46,3.65,4.02,4.08,,,
MNP,Northern Mariana Islands,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.10,0.09,0.09,0.09,0.12,0.10,,,
MRT,Mauritania,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.34,1.34,1.40,1.37,1.40,1.30,1.27,1.24,0.45,0.47,0.45,0.47,0.50,0.50,0.54,0.54,0.53,0.61,0.61,,,
MUS,Mauritius,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.38,1.43,1.58,1.62,1.46,1.63,1.72,1.74,1.89,2.10,2.33,2.47,2.46,2.57,2.59,2.74,3.01,3.08,3.12,,,
MWI,Malawi,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.09,,,
MYS,Malaysia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,3.11,3.67,3.92,4.66,4.65,5.85,5.90,5.73,5.12,4.72,5.41,5.70,5.51,6.40,6.57,7.03,6.75,7.21,7.57,,,
MYT,Mayotte,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
NAM,Namibia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.01,0.01,0.01,0.01,0.02,1.05,1.12,1.09,1.11,0.96,0.93,1.08,1.12,1.18,1.22,1.28,1.35,1.39,1.80,,,
NCL,New Caledonia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,9.67,10.39,10.02,9.75,9.21,8.97,8.95,9.06,8.80,9.73,10.78,9.75,10.96,12.18,11.09,11.95,11.66,11.77,12.77,,,
NER,Niger,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.11,0.10,0.09,0.10,0.10,0.10,0.11,0.10,0.11,0.10,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,,,
NGA,Nigeria,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.47,0.45,0.63,0.57,0.43,0.32,0.36,0.35,0.34,0.37,0.64,0.66,0.76,0.70,0.71,0.74,0.64,0.60,0.64,,,
NIC,Nicaragua,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.64,0.49,0.58,0.52,0.56,0.61,0.62,0.65,0.70,0.73,0.72,0.74,0.73,0.78,0.77,0.73,0.77,0.81,0.77,,,
NIU,Niue,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.57,1.60,1.62,1.64,1.66,1.69,1.73,1.77,1.82,1.88,1.93,1.98,2.03,2.07,2.12,2.17,2.23,2.29,2.36,,,
NLD,Netherlands,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,10.98,11.46,11.08,11.27,11.23,11.40,12.01,11.42,11.17,10.31,10.38,10.42,10.67,10.79,10.87,10.55,10.21,10.53,10.57,,,
NOR,Norway,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,7.39,7.51,6.92,7.26,6.74,7.57,7.57,7.75,7.81,9.20,8.64,9.11,8.25,9.34,9.29,9.16,9.50,9.54,10.48,,,
NPL,Nepal,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.03,0.05,0.07,0.07,0.08,0.09,0.11,0.12,0.10,0.14,0.13,0.14,0.11,0.11,0.10,0.12,0.12,0.12,0.12,,,
NRU,Nauru,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,14.42,14.11,14.22,13.96,13.76,13.98,13.89,13.85,13.86,13.51,13.51,13.87,13.86,14.19,14.17,14.14,14.11,14.08,14.05,,,
NZL,New Zealand,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,6.97,7.00,7.41,7.14,7.30,7.32,7.96,8.21,7.88,8.23,8.48,8.81,8.52,8.37,8.21,8.07,8.02,7.79,7.75,,,
OMN,Oman,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,5.54,5.62,5.96,6.37,7.00,7.14,6.74,6.88,7.36,9.21,9.74,8.97,11.09,13.99,13.27,14.26,15.63,15.76,17.35,,,
PAK,Pakistan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.61,0.59,0.62,0.64,0.68,0.66,0.72,0.71,0.71,0.71,0.74,0.73,0.76,0.78,0.84,0.86,0.90,0.98,0.97,,,
PAN,Panama,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.30,1.38,1.60,1.61,1.82,1.30,1.79,2.14,2.09,1.96,1.96,2.33,1.90,1.97,1.82,1.86,2.07,1.99,2.03,,,
PER,Peru,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.98,0.92,0.90,1.03,0.99,1.00,1.00,1.11,1.11,1.15,1.17,1.04,1.02,0.98,1.17,1.36,1.27,1.54,1.42,,,
PHL,Philippines,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.72,0.73,0.78,0.78,0.83,0.91,0.93,1.07,1.02,0.96,1.02,0.98,0.94,0.93,0.94,0.95,0.78,0.89,0.92,,,
PLW,Palau,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,15.55,15.17,7.15,6.73,6.55,6.59,6.63,6.48,6.34,6.22,6.12,9.45,9.37,9.68,9.63,9.76,10.26,10.57,10.51,,,
PNG,Papua New Guinea,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.52,0.48,0.47,0.45,0.47,0.43,0.45,0.51,0.56,0.47,0.50,0.59,0.62,0.68,0.75,0.76,0.74,0.49,0.32,,,
POL,Poland,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,9.62,9.45,9.31,9.17,8.72,8.99,9.29,9.08,8.46,8.20,7.85,7.92,7.77,7.98,7.99,7.96,8.37,8.27,8.29,,,
PRI,Puerto Rico,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
PRK,"Korea, Dem. Rep.",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,12.15,12.27,12.28,12.40,12.09,11.91,11.65,10.53,2.89,3.15,3.36,3.46,3.29,3.34,3.39,3.52,3.56,2.95,3.25,,,
PRT,Portugal,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,4.42,4.86,5.26,4.76,4.88,5.23,5.06,5.29,5.73,6.36,6.16,6.11,6.44,5.87,6.02,6.19,5.58,5.68,5.30,,,
PRY,Paraguay,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.53,0.51,0.59,0.65,0.75,0.83,0.76,0.84,0.88,0.86,0.69,0.70,0.70,0.72,0.71,0.65,0.66,0.68,0.66,,,
PYF,French Polynesia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,3.23,3.20,3.17,3.13,2.69,2.70,2.53,2.56,2.50,2.47,2.72,3.05,3.05,3.31,3.13,3.35,3.18,3.21,3.37,,,
QAT,Qatar,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,24.86,36.60,54.90,62.52,61.04,61.48,62.11,68.63,59.04,55.11,58.77,49.50,49.33,55.01,62.61,63.21,58.49,57.66,49.05,,,
ROM,Romania,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,6.85,5.93,5.49,5.37,5.14,5.67,5.65,5.14,4.61,3.99,4.01,4.32,4.23,4.41,4.40,4.39,4.72,4.57,4.40,,,
RUS,Russian Federation,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,14.94,13.67,11.82,11.42,11.30,10.71,10.29,10.49,10.62,10.58,10.58,10.96,11.14,11.29,11.72,11.74,12.04,,,
RWA,Rwanda,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.10,0.09,0.10,0.11,0.11,0.11,0.11,0.10,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,,,
SAS,South Asia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.70,0.72,0.75,0.77,0.80,0.84,0.90,0.91,0.92,0.96,0.98,0.98,0.99,1.01,1.06,1.09,1.15,1.21,1.28,,,
SAU,Saudi Arabia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,13.33,16.11,16.69,17.85,17.14,12.70,13.76,11.40,10.76,11.61,14.85,14.30,15.07,14.49,14.91,15.27,15.46,15.57,16.57,,,
SDN,Sudan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.21,0.20,0.17,0.10,0.15,0.15,0.14,0.17,0.14,0.15,0.16,0.18,0.23,0.25,0.28,0.31,0.30,0.31,0.34,,,
SEN,Senegal,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.44,0.46,0.45,0.45,0.48,0.42,0.44,0.37,0.38,0.40,0.41,0.44,0.45,0.49,0.50,0.54,0.43,0.47,0.42,,,
SGP,Singapore,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,15.41,15.13,15.56,16.49,19.12,13.37,15.07,18.24,14.59,12.70,11.82,10.33,10.07,8.42,9.78,11.79,10.88,7.85,6.67,,,
SID,Small island developing states,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,3.64,3.61,3.66,3.65,4.01,3.51,3.75,3.97,3.50,3.46,3.57,3.46,3.49,3.34,3.49,3.65,3.75,3.55,3.73,,,
SLB,Solomon Islands,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.52,0.51,0.49,0.47,0.44,0.45,0.44,0.43,0.42,0.41,0.40,0.41,0.40,0.40,0.39,0.38,0.37,0.40,0.39,,,
SLE,Sierra Leone,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.10,0.12,0.12,0.13,0.15,0.15,0.16,0.16,0.15,0.14,0.15,0.20,0.26,0.26,0.22,0.24,0.23,0.24,0.24,,,
SLV,El Salvador,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.49,0.60,0.62,0.70,0.78,0.92,0.85,0.99,0.99,0.96,0.97,1.00,1.01,1.09,1.04,1.05,1.07,1.13,1.00,,,
SMR,San Marino,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,,,
SRB,Serbia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,6.26,6.61,6.61,6.79,,,
SSA,Sub-Saharan Africa,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.91,0.90,0.88,0.89,0.87,0.84,0.84,0.84,0.81,0.80,0.83,0.81,0.80,0.81,0.87,0.85,0.82,0.85,0.84,,,
STP,Sao Tome and Principe,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.57,0.59,0.61,0.60,0.58,0.60,0.59,0.58,0.59,0.64,0.62,0.64,0.73,0.74,0.76,0.84,0.83,0.82,0.80,,,
SUR,Suriname,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,4.45,5.09,5.04,5.08,5.03,5.01,4.82,4.78,4.76,4.68,4.56,4.79,4.69,4.60,4.63,4.77,4.83,4.78,4.73,,,
SVK,Slovak Republic,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,8.60,7.69,7.55,8.11,7.96,7.80,8.02,7.39,6.78,7.32,7.30,7.34,7.20,7.27,7.22,6.78,6.95,,,
SVN,Slovenia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,6.50,6.67,5.66,7.29,7.63,8.16,7.83,7.63,7.34,7.60,7.72,7.76,7.87,7.93,8.09,8.02,8.49,,,
SWE,Sweden,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,6.04,6.43,6.59,6.10,6.43,6.07,6.85,6.16,6.21,5.77,5.61,5.75,6.43,6.12,6.06,5.71,5.46,5.25,5.32,,,
SWZ,Swaziland,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.49,0.37,0.29,0.14,0.51,0.47,0.35,1.19,1.18,1.18,1.12,1.06,1.04,0.96,0.94,0.92,0.91,0.94,0.95,,,
SXM,Sint Maarten (Dutch part),EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
SYC,Seychelles,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.62,2.02,2.30,2.22,2.53,2.53,2.59,5.36,5.58,6.38,6.96,7.90,6.48,6.73,9.38,8.40,8.80,7.33,7.84,,,
SYR,Syrian Arab Republic,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,3.04,3.40,3.40,3.51,3.51,3.64,3.51,3.52,4.13,4.17,3.98,3.70,3.30,4.01,3.75,3.48,3.62,3.68,3.65,,,
TCA,Turks and Caicos Islands,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,0.72,0.69,0.68,0.88,0.83,0.78,0.71,4.30,4.01,3.64,3.96,4.39,4.58,4.38,,,
TCD,Chad,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.05,,,
TGO,Togo,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.21,0.23,0.22,0.22,0.21,0.23,0.25,0.23,0.26,0.33,0.28,0.24,0.24,0.28,0.26,0.25,0.22,0.23,0.25,,,
THA,Thailand,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.68,2.01,2.18,2.43,2.68,3.04,3.36,3.45,3.02,3.16,3.19,3.40,3.57,3.76,4.05,4.13,4.22,4.16,4.19,,,
TJK,Tajikistan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,1.31,0.92,0.41,0.42,0.48,0.36,0.41,0.41,0.36,0.37,0.30,0.33,0.35,0.36,0.37,0.49,0.47,,,
TKM,Turkmenistan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,7.23,6.93,8.17,8.27,7.35,6.90,5.93,7.89,7.92,8.72,8.93,9.29,8.44,8.80,9.14,9.44,9.73,,,
TMP,Timor-Leste,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,0.18,0.17,0.18,0.17,0.17,0.17,0.18,,,
TON,Tonga,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.81,0.96,0.92,1.07,1.11,1.15,1.14,1.18,1.13,1.32,1.24,1.42,1.44,1.77,1.72,1.71,1.70,1.72,1.71,,,
TTO,Trinidad and Tobago,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,13.95,17.19,17.01,13.53,15.84,16.62,17.17,15.08,15.08,17.73,18.97,19.29,20.66,21.21,24.08,23.53,26.11,27.94,37.39,,,
TUN,Tunisia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.63,1.86,1.77,1.91,1.81,1.76,1.84,1.84,1.93,1.94,2.08,2.15,2.15,2.17,2.26,2.27,2.28,2.33,2.42,,,
TUR,Turkey,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,2.79,2.76,2.76,2.88,2.79,3.00,3.22,3.34,3.33,3.14,3.40,3.01,3.14,3.29,3.35,3.48,3.79,4.07,4.00,,,
TUV,Tuvalu,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
TZA,Tanzania,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.09,0.09,0.09,0.09,0.08,0.12,0.11,0.09,0.08,0.08,0.08,0.09,0.10,0.10,0.12,0.13,0.13,0.15,0.15,,,
UGA,Uganda,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.08,0.09,0.11,0.12,,,
UKR,Ukraine,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,12.30,10.47,8.61,8.66,8.08,6.74,6.55,6.69,6.52,6.61,6.61,7.37,7.23,7.20,7.01,7.07,6.99,,,
UMC,Upper middle income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,3.55,3.61,3.66,3.63,3.59,3.67,3.71,3.66,3.55,3.51,3.55,3.58,3.66,4.07,4.44,4.67,4.98,5.18,5.32,,,
URY,Uruguay,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.28,1.45,1.64,1.41,1.27,1.42,1.68,1.71,1.74,2.04,1.61,1.54,1.40,1.39,1.70,1.75,2.01,1.80,2.50,,,
USA,United States,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,19.55,19.25,19.01,19.88,19.87,19.67,19.84,20.18,19.75,19.81,19.54,18.91,18.89,18.85,18.99,18.92,18.47,18.51,17.94,,,
UZB,Uzbekistan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,5.32,5.40,4.96,4.43,4.44,4.30,4.89,4.81,4.87,4.89,5.02,4.80,4.61,4.19,4.35,4.31,4.57,,,
VCT,St. Vincent and the Grenadines,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.75,0.71,0.78,0.95,1.12,1.22,1.26,1.26,1.53,1.56,1.46,1.66,1.73,1.79,1.79,1.82,1.85,1.85,1.85,,,
VEN,"Venezuela, RB",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,6.19,5.72,5.12,5.89,6.02,6.04,5.46,5.83,7.15,7.23,6.27,6.97,7.66,7.48,6.44,6.00,5.68,5.95,6.07,,,
VIR,Virgin Islands (U.S.),EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,,,,,,,,,,,,,,,,,,,,,,
