"fill","Country.code","Country.name","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","region2"
"二氧化碳排放总量","LAO","Lao PDR",234.69,253.02,278.69,278.69,300.69,315.36,535.38,718.73,894.75,902.08,1059.76,1199.11,1323.79,1356.79,1397.13,1426.46,1518.14,1536.47,1532.81,"东亚和太平洋地区"
"二氧化碳排放总量","LBN","Lebanon",9097.83,9497.53,11356.7,11657.39,12742.83,13619.24,13798.92,15647.09,16178.8,16600.51,15353.73,16208.14,16039.46,18221.32,16835.2,17539.26,15027.37,15504.08,17099.22,"中东和北非"
"二氧化碳排放总量","LBR","Liberia",484.04,286.03,289.69,322.7,319.03,333.7,344.7,355.7,388.7,407.04,436.37,502.38,502.38,531.72,627.06,740.73,759.07,678.4,608.72,"撒哈拉以南非洲"
"二氧化碳排放总量","LBY","Libya",40318.67,42489.53,40571.69,42636.21,41862.47,45841.17,41840.47,48598.75,48133.04,47230.96,49753.86,51073.98,47623.33,49167.14,50318.57,52093.4,53780.22,54201.93,58330.97,"中东和北非"
"二氧化碳排放总量","LCA","St. Lucia",165.02,172.35,205.35,227.35,264.02,311.7,330.03,311.7,308.03,319.03,330.03,363.03,326.36,359.37,355.7,366.7,366.7,385.04,396.04,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"二氧化碳排放总量","LKA","Sri Lanka",3773.34,4063.04,5056.79,4902.78,5408.83,5797.53,6952.63,7506.35,7763.04,8536.78,10161.26,10245.6,11008.33,10659.97,11965.42,11642.73,11741.73,12313.79,11763.74,"南亚"
"二氧化碳排放总量","LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"撒哈拉以南非洲"
"二氧化碳排放总量","LTU","Lithuania",NA,NA,22152.35,17495.26,17359.58,16204.47,15731.43,15339.06,16197.14,13692.58,12200.11,12918.84,13212.2,12915.17,13325.88,14000.61,14293.97,15137.38,15130.04,"欧洲和中亚"
"二氧化碳排放总量","LUX","Luxembourg",9893.57,10630.63,11804.07,10821.32,10219.93,8349.76,8437.77,7917.05,7356,7686.03,8236.08,8580.78,9424.19,9919.24,11067.01,11327.36,11312.7,10843.32,10502.29,"欧洲和中亚"
"二氧化碳排放总量","LVA","Latvia",NA,NA,14051.94,12068.1,11268.69,9636.88,9548.87,8437.77,7990.39,6743.61,6171.56,6853.62,6651.94,7088.31,7132.32,7176.32,7590.69,7928.05,7590.69,"欧洲和中亚"
"二氧化碳排放总量","MAC","Macao SAR, China",1034.09,1092.77,1085.43,1188.11,1283.45,1243.11,1415.46,1499.8,1565.81,1532.81,1635.48,1686.82,1525.47,1536.47,1727.16,1837.17,1631.82,1558.48,1334.79,"东亚和太平洋地区"
"二氧化碳排放总量","MAF","St. Martin (French part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","MAR","Morocco",23542.14,24975.94,26039.37,28217.57,29640.36,30373.76,31195.17,31862.56,32038.58,33153.35,33905.08,37715.1,38254.14,37561.08,40590.02,42823.23,43993,46281.21,47905.69,"中东和北非"
"二氧化碳排放总量","MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"二氧化碳排放总量","MDA","Moldova",NA,NA,20971.57,15628.75,12090.1,11191.68,11521.71,7099.31,6270.57,4503.08,3512.99,3714.67,3986.03,4290.39,4554.41,4895.45,4994.45,4686.43,4774.43,"欧洲和中亚"
"二氧化碳排放总量","MDG","Madagascar",986.42,1074.43,1045.1,1070.76,1316.45,1312.79,1411.8,1701.49,1738.16,1925.18,1873.84,1741.83,1235.78,1756.49,1936.18,1705.16,1697.82,1804.16,1910.51,"撒哈拉以南非洲"
"二氧化碳排放总量","MDV","Maldives",154.01,172.35,253.02,216.35,220.02,275.03,319.03,366.7,333.7,465.71,498.71,575.72,689.4,597.72,751.74,678.4,869.08,898.42,920.42,"南亚"
"二氧化碳排放总量","MEX","Mexico",325603.93,336586.6,342629.81,341441.7,362424.28,345178.38,354877.59,361595.54,372167.5,380814.28,383021.82,393604.78,390781.19,402068.22,405709.55,432665.66,441653.48,449860.23,475833.59,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","MHL","Marshall Islands",47.67,51.34,55.01,62.34,66.01,66.01,66.01,66.01,69.67,66.01,77.01,80.67,84.34,84.34,88.01,84.34,91.68,99.01,99.01,"东亚和太平洋地区"
"二氧化碳排放总量","MKD","Macedonia, FYR",NA,NA,10777.31,10340.94,10469.29,10839.65,11741.73,10634.3,12625.48,11723.4,12064.43,11998.42,10934.99,11309.03,11191.68,11246.69,10909.33,11327.36,11815.07,"欧洲和中亚"
"二氧化碳排放总量","MLI","Mali",421.71,436.37,443.71,454.71,462.04,469.38,487.71,524.38,517.05,539.05,542.72,546.38,553.72,539.05,564.72,568.39,568.39,579.39,594.05,"撒哈拉以南非洲"
"二氧化碳排放总量","MLT","Malta",2178.2,2200.2,2258.87,2669.58,2658.58,2695.25,2966.6,3241.63,2145.2,2346.88,2064.52,2486.23,2299.21,2581.57,2574.23,2698.91,2574.23,2724.58,2559.57,"中东和北非"
"二氧化碳排放总量","MMR","Myanmar",4275.72,4180.38,4888.11,5342.82,6244.9,6959.97,7256.99,7499.02,8078.4,8830.14,8888.81,7348.67,8173.74,9611.21,11470.38,14543.32,13028.85,13047.19,12775.83,"东亚和太平洋地区"
"二氧化碳排放总量","MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2057.19,2471.56,1965.51,1950.84,"欧洲和中亚"
"二氧化碳排放总量","MNG","Mongolia",10043.91,12207.44,11078.01,9314.18,7961.06,7924.39,8041.73,7711.7,7708.03,7554.02,7506.35,7884.05,8287.42,8034.4,8551.44,8808.13,9442.53,10560.96,10894.66,"东亚和太平洋地区"
"二氧化碳排放总量","MNP","Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋地区"
"二氧化碳排放总量","MOZ","Mozambique",1001.09,1026.76,1001.09,1078.1,1070.76,1111.1,1041.43,1125.77,1133.1,1188.11,1349.46,1580.48,1587.81,1917.84,1921.51,1822.5,1980.18,2574.23,2313.88,"撒哈拉以南非洲"
"二氧化碳排放总量","MRT","Mauritania",2665.91,2750.25,2944.6,2962.94,3124.28,2984.94,2999.61,2999.61,1111.1,1199.11,1195.44,1283.45,1411.8,1452.13,1613.48,1657.48,1672.15,1950.84,1998.52,"撒哈拉以南非洲"
"二氧化碳排放总量","MUS","Mauritius",1463.13,1521.81,1708.82,1774.83,1624.48,1829.83,1950.84,1998.52,2196.53,2467.89,2768.59,2966.6,2981.27,3146.29,3193.96,3410.31,3777.01,3887.02,3953.03,"撒哈拉以南非洲"
"二氧化碳排放总量","MWI","Malawi",612.39,660.06,656.39,693.06,718.73,729.73,711.4,759.07,828.74,997.42,905.75,905.75,883.75,957.09,975.42,916.75,953.42,953.42,1228.45,"撒哈拉以南非洲"
"二氧化碳排放总量","MYS","Malaysia",56592.81,68591.24,75298.18,91722.67,94010.88,121132.01,125374.73,124821.01,114186.71,107934.48,126603.18,136716.76,135128.95,160266.24,168040.28,183445.34,179418.98,194919.39,208267.27,"东亚和太平洋地区"
"二氧化碳排放总量","MYT","Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"撒哈拉以南非洲"
"二氧化碳排放总量","NAM","Namibia",7.33,14.67,14.67,18.34,29.34,1741.83,1906.84,1903.17,1994.85,1771.16,1763.83,2086.52,2214.87,2361.55,2497.23,2658.58,2852.93,2992.27,3967.69,"撒哈拉以南非洲"
"二氧化碳排放总量","NCL","New Caledonia",1624.48,1789.5,1771.16,1771.16,1723.49,1730.82,1763.83,1826.17,1804.16,2035.19,2299.21,2119.53,2427.55,2750.25,2552.23,2801.59,2779.59,2852.93,3149.95,"东亚和太平洋地区"
"二氧化碳排放总量","NER","Niger",832.41,821.41,784.74,880.08,872.75,920.42,1015.76,1012.09,1074.43,1059.76,795.74,759.07,814.07,880.08,880.08,825.08,817.74,872.75,850.74,"撒哈拉以南非洲"
"二氧化碳排放总量","NGA","Nigeria",45375.46,45247.11,64883.9,60061.79,46658.91,34917.17,40421.34,40190.32,40182.99,44788.74,79181.53,83350.91,98125.25,93138.13,97047.16,104043.79,92225.05,88605.72,95756.37,"撒哈拉以南非洲"
"二氧化碳排放总量","NIC","Nicaragua",2643.91,2068.19,2489.89,2302.88,2555.9,2838.26,2926.27,3135.29,3421.31,3626.66,3667,3835.68,3813.68,4114.37,4136.38,3975.03,4239.05,4510.41,4330.73,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","NIU","Niue",3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,"东亚和太平洋地区"
"二氧化碳排放总量","NLD","Netherlands",164127.59,172704.7,168113.62,172150.98,172745.04,176309.36,186356.94,178278.54,175359.61,163027.49,165363.37,167273.87,172363.67,175040.58,176903.41,172227.99,166841.17,172495.68,173749.79,"欧洲和中亚"
"二氧化碳排放总量","NOR","Norway",31330.85,32023.91,29677.03,31316.18,29247.99,32999.33,33179.02,34132.44,34594.48,41022.73,38807.86,41092.4,37429.07,42625.21,42665.55,42364.85,44257.02,44924.42,49992.21,"欧洲和中亚"
"二氧化碳排放总量","NPL","Nepal",634.39,960.75,1331.12,1466.8,1697.82,2035.19,2486.23,2783.25,2251.54,3219.63,3234.29,3454.31,2709.91,2951.94,2768.59,3234.29,3325.97,3421.31,3542.32,"南亚"
"二氧化碳排放总量","NRU","Nauru",132.01,132.01,135.68,135.68,135.68,139.35,139.35,139.35,139.35,135.68,135.68,139.35,139.35,143.01,143.01,143.01,143.01,143.01,143.01,"东亚和太平洋地区"
"二氧化碳排放总量","NZL","New Zealand",24022.52,24458.89,26171.38,25511.32,26439.07,26904.78,29702.7,31063.16,30058.4,31558.2,32698.64,34202.11,33641.06,33714.4,33545.72,33369.7,33553.05,32936.99,33094.68,"东亚和太平洋地区"
"二氧化碳排放总量","OMN","Oman",10351.94,10949.66,12097.43,13468.89,15269.39,15933.12,15225.38,15595.75,16666.52,20817.56,22057.01,20443.53,25544.32,32691.31,31561.87,34653.15,38917.87,40373.67,45749.49,"中东和北非"
"二氧化碳排放总量","PAK","Pakistan",68565.57,68242.87,72789.95,78008.09,84839.71,84484.01,94447.25,94711.28,97663.21,100384.13,106449.34,108282.84,114084.04,118895.14,131619.63,136636.09,145854.93,160882.29,163177.83,"南亚"
"二氧化碳排放总量","PAN","Panama",3135.29,3391.98,4015.37,4129.04,4781.77,3472.65,4880.78,5958.88,5947.87,5669.18,5790.19,7007.64,5834.2,6153.23,5797.53,6032.22,6824.29,6651.94,6912.3,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","PER","Peru",21169.59,20417.86,20388.52,23556.81,23230.45,23883.17,24363.55,27407.16,27806.86,29358,30296.75,27165.14,27187.14,26380.4,31895.57,37418.07,35346.21,43512.62,40535.02,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","PHL","Philippines",44532.05,45830.17,50322.24,51290.33,56270.12,63105.4,65642.97,77403.04,75650.21,73020.97,79111.86,77164.68,76057.25,76244.26,78998.18,81066.37,67630.48,78580.14,83156.56,"东亚和太平洋地区"
"二氧化碳排放总量","PLW","Palau",234.69,234.69,113.68,110.01,110.01,113.68,117.34,117.34,117.34,117.34,117.34,183.35,183.35,190.68,190.68,194.35,205.35,212.69,212.69,"东亚和太平洋地区"
"二氧化碳排放总量","PNG","Papua New Guinea",2141.53,2064.52,2053.52,1994.85,2181.87,2038.85,2163.53,2555.9,2838.26,2464.22,2687.91,3230.63,3512.99,3967.69,4481.07,4613.09,4594.75,3113.28,2108.53,"东亚和太平洋地区"
"二氧化碳排放总量","POL","Poland",366773.34,361591.87,357283.14,352519.71,336161.22,346813.86,358823.28,351049.24,326935.05,317133.16,301691.42,302806.19,296931.66,304856.05,305138.4,303766.95,319410.37,315204.32,316066.06,"欧洲和中亚"
"二氧化碳排放总量","PRI","Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","PRK","Korea, Dem. Rep.",244834.59,251145.5,255413.88,262139.16,259641.94,259348.58,256682.67,234688,64927.9,71396.49,76966.66,79922.27,76530.29,78209.78,79925.93,83475.59,85034.06,70710.76,78371.12,"东亚和太平洋地区"
"二氧化碳排放总量","PRT","Portugal",43725.31,48239.39,52372.09,47472.98,48767.43,52394.1,50886.96,53376.85,58055.94,64689.55,62966.06,62863.38,66820.07,61275.57,63175.08,65309.27,59108.37,60234.14,56310.45,"欧洲和中亚"
"二氧化碳排放总量","PRY","Paraguay",2262.54,2233.2,2621.91,2951.94,3498.32,3964.03,3751.34,4195.05,4503.08,4503.08,3689,3821.01,3898.02,4070.37,4088.71,3832.02,3986.03,4136.38,4118.04,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","PYF","French Polynesia",630.72,638.06,645.39,649.06,568.39,583.05,557.38,575.72,572.05,575.72,645.39,737.07,748.07,821.41,788.41,854.41,821.41,839.74,891.08,"东亚和太平洋地区"
"二氧化碳排放总量","QAT","Qatar",11774.74,17674.94,26802.1,30722.13,30223.41,30824.8,31825.89,36288.63,32401.61,31407.86,34730.16,30098.74,30788.13,35947.6,44777.74,51895.38,57223.54,67934.84,68477.56,"中东和北非"
"二氧化碳排放总量","ROM","Romania",158861.77,137530.84,125063.04,122133.1,116808.62,128524.68,127835.29,115987.21,103680.76,89639.82,89984.51,95672.03,92173.71,95939.72,95378.67,94960.63,102001.27,98422.28,94659.94,"欧洲和中亚"
"二氧化碳排放总量","RUS","Russian Federation",NA,NA,2220720.53,2030029.2,1752998.35,1692364.5,1668958.04,1577033.69,1511269.71,1534250.8,1553451.21,1544404.72,1537195.4,1584998.41,1602963.04,1615683.87,1669603.44,1667575.58,1708653.32,"欧洲和中亚"
"二氧化碳排放总量","RWA","Rwanda",682.06,630.72,638.06,641.73,619.72,612.39,630.72,652.73,641.73,671.06,685.73,689.4,689.4,682.06,689.4,689.4,689.4,715.07,704.06,"撒哈拉以南非洲"
"二氧化碳排放总量","SAU","Saudi Arabia",215054.88,268475.74,286807.07,315567.35,310616.9,234856.68,258516.17,216826.04,207288.18,227229.32,297749.4,295842.56,323458.74,323671.42,346018.12,367033.7,383399.52,397121.43,433556.74,"中东和北非"
"二氧化碳排放总量","SDN","Sudan",5559.17,5386.82,4756.1,2907.93,4444.4,4602.09,4268.39,5419.83,4697.43,5093.46,5533.5,6369.58,8118.74,9072.16,10377.61,11994.76,11683.06,12676.82,14051.94,"撒哈拉以南非洲"
"二氧化碳排放总量","SEN","Senegal",3182.96,3424.98,3479.98,3593.66,3901.69,3494.65,3740.34,3263.63,3428.65,3700,3938.36,4330.73,4547.08,5012.79,5280.48,5859.87,4789.1,5372.16,4976.12,"撒哈拉以南非洲"
"二氧化碳排放总量","SGP","Singapore",46941.27,47425.31,50267.24,54627.3,65367.94,47109.95,55305.69,69240.29,57293.21,50263.57,47623.33,42764.55,42060.49,34653.15,40769.71,50281.9,47865.35,36013.61,32295.27,"东亚和太平洋地区"
"二氧化碳排放总量","SLB","Solomon Islands",161.35,161.35,161.35,157.68,154.01,161.35,161.35,161.35,161.35,165.02,165.02,172.35,172.35,179.68,179.68,179.68,179.68,198.02,198.02,"东亚和太平洋地区"
"二氧化碳排放总量","SLE","Sierra Leone",388.7,469.38,473.04,506.05,583.05,586.72,623.39,634.39,594.05,583.05,630.72,858.08,1191.78,1224.78,1067.1,1261.45,1239.45,1312.79,1334.79,"撒哈拉以南非洲"
"二氧化碳排放总量","SLV","El Salvador",2618.24,3230.63,3428.65,3890.69,4429.74,5280.48,4895.45,5760.86,5812.2,5698.52,5742.52,5947.87,6039.55,6552.93,6277.9,6362.25,6486.92,6901.29,6112.89,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"二氧化碳排放总量","SOM","Somalia",18.34,3.67,11,11,11,11,NA,NA,NA,NA,517.05,502.38,572.05,575.72,575.72,579.39,575.72,630.72,649.06,"撒哈拉以南非洲"
"二氧化碳排放总量","SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46567.23,48958.12,48811.44,49933.54,"欧洲和中亚"
"二氧化碳排放总量","STP","Sao Tome and Principe",66.01,69.67,73.34,73.34,73.34,77.01,77.01,77.01,80.67,88.01,88.01,91.68,106.34,110.01,113.68,128.35,128.35,128.35,128.35,"撒哈拉以南非洲"
"二氧化碳排放总量","SUR","Suriname",1811.5,2101.19,2112.19,2156.2,2163.53,2181.87,2130.53,2141.53,2163.53,2152.53,2126.86,2266.21,2251.54,2240.54,2284.54,2379.88,2438.56,2438.56,2438.56,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","SVK","Slovak Republic",NA,NA,45646.82,40971.39,40351.67,43508.96,42793.89,41983.48,43230.26,39863.96,36530.65,39357.91,39251.57,39493.59,38749.19,39174.56,38928.87,36592.99,37557.41,"欧洲和中亚"
"二氧化碳排放总量","SVN","Slovenia",NA,NA,12970.18,13116.86,11257.69,14513.99,15185.05,16208.14,15522.41,15144.71,14601.99,15148.38,15401.4,15485.74,15716.76,15870.78,16230.14,16193.47,17157.89,"欧洲和中亚"
"二氧化碳排放总量","SWE","Sweden",51708.37,55401.04,57131.86,53149.5,56435.13,53560.2,60549.5,54513.62,54953.66,51106.98,49794.19,51128.98,57425.22,54781.31,54506.29,51550.69,49559.51,48045.03,49049.79,"欧洲和中亚"
"二氧化碳排放总量","SWZ","Swaziland",425.37,326.36,264.02,132.01,484.04,454.71,341.03,1202.78,1213.78,1239.45,1188.11,1144.1,1125.77,1041.43,1030.43,1019.43,1015.76,1063.43,1092.77,"撒哈拉以南非洲"
"二氧化碳排放总量","SXM","Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","SYC","Seychelles",113.68,143.01,165.02,161.35,187.02,190.68,198.02,414.37,440.04,513.38,564.72,641.73,542.72,557.38,773.74,696.73,744.4,623.39,682.06,"撒哈拉以南非洲"
"二氧化碳排放总量","SYR","Syrian Arab Republic",37451.07,43193.59,44436.71,47117.28,48532.75,51558.02,51022.64,52295.09,62709.37,64913.23,63589.45,60908.87,55987.76,70091.04,67520.47,64396.19,68220.87,70897.78,71598.18,"中东和北非"
"二氧化碳排放总量","TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,11,11,11,14.67,14.67,14.67,14.67,99.01,102.68,102.68,121.01,143.01,157.68,157.68,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","TCD","Chad",146.68,69.67,88.01,99.01,102.68,102.68,106.34,113.68,113.68,121.01,176.02,172.35,168.68,381.37,377.7,399.7,407.04,462.04,495.05,"撒哈拉以南非洲"
"二氧化碳排放总量","TGO","Togo",773.74,843.41,836.08,865.41,832.41,953.42,1059.76,986.42,1166.11,1536.47,1356.79,1162.44,1232.11,1463.13,1397.13,1338.46,1221.11,1316.45,1419.13,"撒哈拉以南非洲"
"二氧化碳排放总量","THA","Thailand",95833.38,116148.56,126830.53,142554.63,158278.72,181461.5,202711.76,210064.1,186503.62,196947.24,201549.32,217086.4,230635.97,245674.33,267760.67,275164.35,283987.15,282091.31,285732.64,"东亚和太平洋地区"
"二氧化碳排放总量","TJK","Tajikistan",NA,NA,7220.32,5170.47,2354.21,2449.56,2827.26,2152.53,2497.23,2519.23,2236.87,2291.88,1881.17,2075.52,2233.2,2291.88,2420.22,3245.3,3146.29,"欧洲和中亚"
"二氧化碳排放总量","TKM","Turkmenistan",NA,NA,28067.22,27663.85,33476.04,34620.15,31363.85,29930.05,26046.7,35115.19,35646.91,39680.61,41074.07,43160.59,39640.27,41759.8,43871.99,45866.84,47839.68,"欧洲和中亚"
"二氧化碳排放总量","TMP","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.35,161.35,176.02,176.02,179.68,183.35,190.68,"东亚和太平洋地区"
"二氧化碳排放总量","TON","Tonga",77.01,91.68,88.01,102.68,106.34,110.01,110.01,113.68,110.01,128.35,121.01,139.35,143.01,176.02,172.35,172.35,172.35,176.02,176.02,"东亚和太平洋地区"
"二氧化碳排放总量","TTO","Trinidad and Tobago",16959.88,21048.58,20986.24,16820.53,19853.14,20967.91,21781.98,19229.75,19317.76,22816.07,24513.9,25023.61,26890.11,27696.85,31554.54,30949.48,34480.8,37036.7,49772.19,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","TUN","Tunisia",13267.21,15489.41,15023.7,16501.5,15940.45,15735.1,16758.19,16945.21,18001.3,18331.33,19922.81,20817.56,21015.58,21396.95,22445.71,22801.41,23127.77,23868.5,25012.61,"中东和北非"
"二氧化碳排放总量","TUR","Turkey",150790.71,151799.13,154494.38,164259.6,161659.7,176705.4,192499.17,202887.78,205421.67,196767.55,216147.65,194538.02,205678.36,218509.2,225406.82,237368.58,261570.78,284658.21,283979.81,"欧洲和中亚"
"二氧化碳排放总量","TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋地区"
"二氧化碳排放总量","TZA","Tanzania",2372.55,2434.89,2361.55,2636.57,2445.89,3553.32,3461.65,2882.26,2555.9,2537.56,2651.24,3127.95,3589.99,3806.35,4352.73,5086.13,5379.49,6039.55,6464.92,"撒哈拉以南非洲"
"二氧化碳排放总量","UGA","Uganda",817.74,850.74,861.75,821.41,744.4,957.09,1052.43,1133.1,1338.46,1393.46,1532.81,1631.82,1705.16,1719.82,1833.5,2339.55,2706.25,3204.96,3747.67,"撒哈拉以南非洲"
"二氧化碳排放总量","UKR","Ukraine",NA,NA,641681,546111.64,447010.97,445943.87,412335.82,341196.02,328636.54,332549.23,320774.49,321650.91,318684.3,352259.35,343121.19,339028.82,327796.8,328856.56,323532.08,"欧洲和中亚"
"二氧化碳排放总量","URY","Uruguay",3993.36,4554.41,5170.47,4466.41,4066.7,4591.08,5441.83,5555.51,5687.52,6725.28,5306.15,5089.8,4620.42,4598.42,5610.51,5775.53,6648.27,5999.21,8327.76,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","USA","United States",4879376.21,4870238.04,4876006.23,5167485.06,5227176.49,5237968.47,5343512.06,5501365.41,5449077.66,5528149.18,5512399.42,5389928.95,5437816.3,5471754.39,5563799.75,5595357.96,5514775.63,5581537.03,5461013.74,"北美"
"二氧化碳排放总量","UZB","Uzbekistan",NA,NA,114014.36,118532.11,110981.76,100912.17,103189.38,101781.25,117571.35,117421.01,119951.24,122037.76,126914.87,122683.15,119272.84,109599.3,115345.49,115840.53,124905.35,"欧洲和中亚"
"二氧化碳排放总量","VCT","St. Vincent and the Grenadines",80.67,77.01,84.34,102.68,121.01,132.01,135.68,135.68,165.02,168.68,157.68,179.68,187.02,194.35,194.35,198.02,201.69,201.69,201.69,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","VEN","Venezuela, RB",122162.44,115440.83,105873.62,124355.3,129947.48,133236.78,122752.83,133962.84,167321.54,172616.69,152415.19,172525.02,193261.9,192103.13,168278.63,159584.17,153595.96,163555.53,169532.74,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","VIR","Virgin Islands (U.S.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉丁美洲和加勒比海地区"
"二氧化碳排放总量","VNM","Vietnam",21407.95,21451.95,22387.04,22970.09,26303.39,29247.99,34378.13,45283.78,47781.01,48026.7,53582.2,61631.27,71348.82,79438.22,101678.58,104084.13,83735.95,112290.87,127384.25,"东亚和太平洋地区"
"二氧化碳排放总量","VUT","Vanuatu",69.67,66.01,66.01,66.01,66.01,66.01,84.34,88.01,84.34,84.34,80.67,84.34,84.34,88.01,88.01,55.01,47.67,80.67,91.68,"东亚和太平洋地区"
"二氧化碳排放总量","WBG","West Bank and Gaza",NA,NA,NA,NA,NA,NA,NA,414.37,608.72,660.06,799.41,1353.12,1166.11,1279.78,1866.5,2742.92,2266.21,2324.88,2053.52,"中东和北非"
"二氧化碳排放总量","WSM","Samoa",124.68,124.68,128.35,128.35,121.01,132.01,132.01,132.01,132.01,139.35,139.35,143.01,143.01,150.35,154.01,157.68,157.68,161.35,161.35,"东亚和太平洋地区"
"二氧化碳排放总量","YEM","Yemen, Rep.",-2999.61,10109.92,14381.97,9431.52,11367.7,11250.36,14935.69,15474.74,12200.11,13894.26,14638.66,16252.14,15764.43,17304.57,18881.38,20043.82,20791.89,21976.33,23384.46,"中东和北非"
"二氧化碳排放总量","ZAF","South Africa",333513.65,346337.15,324852.2,342549.14,358929.63,353458.46,358639.93,371327.75,372218.84,371034.39,368610.51,362743.31,347686.61,380810.62,414165.65,408199.44,405709.55,433358.73,435877.96,"撒哈拉以南非洲"
"二氧化碳排放总量","ZAR","Congo, Dem. Rep.",4070.37,3755.01,3619.33,3410.31,2478.89,2966.6,3248.96,2926.27,2533.9,2247.87,1646.48,1565.81,1543.81,1697.82,2280.87,2368.88,2460.56,2552.23,2816.26,"撒哈拉以南非洲"
"二氧化碳排放总量","ZMB","Zambia",2445.89,2416.55,2456.89,2500.89,2420.22,2170.86,1870.17,2390.88,2313.88,1807.83,1818.83,1906.84,1969.18,2101.19,2108.53,2258.87,2284.54,1719.82,1888.51,"撒哈拉以南非洲"
"二氧化碳排放总量","ZWE","Zimbabwe",15504.08,15823.11,16901.2,16208.14,17645.6,15130.04,14994.36,14407.64,14253.63,15834.11,13886.93,12563.14,11932.42,10626.97,9926.57,10773.65,10344.61,9618.54,9075.83,"撒哈拉以南非洲"
"每GDP二氧化碳排放量","ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉丁美洲和加勒比海地区"
"每GDP二氧化碳排放量","ADO","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"每GDP二氧化碳排放量","AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.01,32.66,36.04,31.31,28.01,25.87,28.48,"南亚"
"每GDP二氧化碳排放量","AGO","Angola",130.24,129.97,141.24,246.26,159.58,409.11,350.5,228.56,211.87,257.12,260.1,257.21,292.38,202.55,377.7,319.2,312.92,288.09,245.29,"撒哈拉以南非洲"
"每GDP二氧化碳排放量","ALB","Albania",581.6,438.08,283.77,254.14,193.16,184.43,163.4,139.28,140.32,217.56,205.25,204.59,230.87,249.81,220.17,239.84,210.03,210.02,181.76,"欧洲和中亚"
